region,province,city,complete_address,owner_ship,name_of_clinic,no._of_station,head_of_the_facility,contact_number,e_mail_address,validity,remarks,mapping_address,lat,lng,current_distance,gmaps_url,index
CENTRAL VISAYAS,NEGROS ORIENTAL,Dumaguete City,"The Market Place, Dumaguete Business Park, Calindagan Road, Dumaguete City, Negros Oriental",PVT,"NEPHROLOGY CENTER OF DUMAGUETE CITY DIALYSIS, INC.",15,Dr. Kenneth T. Coo,"02-3767148 / 02-
3767860",NaN,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"The Market Place, Dumaguete Business Park, Calindagan Road, Dumaguete City, Negros Oriental",9.2977888,123.3044277,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,317.0
EASTERN VISAYAS,Southern Leyte,NaN,"Concepcion St. Zone 1, Sogod, Southern Leyte",PVT,DIVINE MERCY DIALYSIS CENTER (new),8,Dr.. Garnet John D. Quirong,0917-7050097,dmdcsogod@gmail.com,"April 16, 2021 to
Dec. 31, 2023",NaN,"Concepcion St. Zone 1, Sogod, Southern Leyte",10.3884454,124.9809487,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,318.0
EASTERN VISAYAS,Southern Leyte,Maasin City,"E. Cabrera Street, Tunga- tunga, Maasin City, Southern Leyte",PVT,DIOCESE OF MAASIN DIALYSIS CENTER WITH LABORATORY,8,Dr. Romina R. Sajulga,"535700922/0935
638944",dmdialysiscenter@gmail.com,"Jan.1, 2022 to
Dec.31, 2024",NaN,"E. Cabrera Street, Tunga- tunga, Maasin City, Southern Leyte",10.1331959,124.8372694,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,319.0
EASTERN VISAYAS,LEYTE,Ormoc City,"Osme�a St. cor. San Pablo, Ormoc City",PVT,"FRESENIUS KIDNEY CARE
(formerly ASIA RENAL CARE PHILIPPINES, INC.)",14,Dr. Mercedita V. Piamonte,"053-
5613023/091780
94197",nephrocare.osmenaormoc@fmc-asia.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Osme�a St. cor. San Pablo, Ormoc City",11.0067371,124.6123198,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,320.0
EASTERN VISAYAS,LEYTE,Tacloban City,"Purok 4, Maharlika
Highway, Brgy. 91, Abucay Road, Tacloban, Leyte",PVT,NEPHROLINE DIALYSIS CENTER,8,"Dr. Joyce Rosario
A. Matoza-Serna",053-8323526,nephrolinehd@yahoo.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Purok 4, Maharlika
Highway, Brgy. 91, Abucay Road, Tacloban, Leyte",6.7830676,124.6398926,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,321.0
EASTERN VISAYAS,LEYTE,Tacloban City,"Ninoy Aquino Ave., Brgy. 92, Apitong Road, Tacloban City, Leyte",PVT,R8 H.I. DIALYSIS CENTER,10,Dr. Belen C. Diamante,"53-
8883318/090521
98188",r8hidiagnosticlaboratory@gmail.com/albert.raagas@yahoo.com,"Jan.1, 2022 to
Dec.31, 2024",NaN,"Ninoy Aquino Ave., Brgy. 92, Apitong Road, Tacloban City, Leyte",11.2261299,124.9956901,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,322.0
EASTERN VISAYAS,LEYTE,Tacloban City,"306 Real Street, Brgy. #31, Pampango District,TAcloban City, Leyte",PVT,TACLOBAN DIALYSIS CARE INC.,15,Dr. Catherine A. Chu,053-8303386,taclobandialysiscare@yahoo.com,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"306 Real Street, Brgy. #31, Pampango District,TAcloban City, Leyte",11.23286,125.0021426,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,323.0
EASTERN VISAYAS,LEYTE,Tacloban City,"UCCP Compound, Real St., Brgy. 54, Tacloban City, Leyte",PVT,UNITED CHURCH OF CHRIST IN THE PHILIPPINES,5,Dr. Catherine A. Chu,053-8321169,NaN,"Jan. 1, 2022  to
Dec. 31, 2024",NaN,"UCCP Compound, Real St., Brgy. 54, Tacloban City, Leyte",11.2261831,125.0019095,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,324.0
EASTERN VISAYAS,NORTHERN SAMAR,NaN,"846 G.H. Del Pilar, Brgy. Mabolo, Catarman, Northern Samar",PVT,SUREMED DIALYSIS & URGENT CARE CENTER,10,Dr. Mel-hatra I. Arakama,9062808977,suremeddialysis_center87@yahoo.com,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"846 G.H. Del Pilar, Brgy. Mabolo, Catarman, Northern Samar",12.4978976,124.6426849,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,325.0
EASTERN VISAYAS,EAST SAMAR,Borongan City,"Brgy. Balud, Borongan City, Eastern Samar",PVT,SAINT FRANCIS DE ASSISSI DIALYSIS CENTER,5,"Dr. Johann Roselo
A. Jaya",NaN,stfrancisdialysiscenter@gmail.com,"Jan. 22, 2021 to
Dec. 31, 2023",NaN,"Brgy. Balud, Borongan City, Eastern Samar",11.6121016,125.4302038,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,326.0
ZAMBOANGA PENINSULA,BASILAN,Isabela City,"East Side Brgy. Veterans Isabela City, Basilan",PVT,BASILAN KIDNEY CARE CENTER INC.,9,Dr. Adamier P. Abdulla,0917 2007605,NaN,"Mar. 24, 2021 to
Dec. 31, 2023",from 12- 9,"East Side Brgy. Veterans Isabela City, Basilan",6.7061829,121.9778813,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,328.0
ZAMBOANGA PENINSULA,ZAMBOANGA DEL NORTE,Dipolog City,"Padre Ramon corner Malvar St., Brgy. Miputak Dipolog City",PVT,"DIPOLOG CITY DIALYSIS CENTER, INC.",10,Dr. Genievieve A. Doble,"09484523262   /
09550564118",dcdc28@yahoo.com,"Jan.1, 2022 to
Dec.31, 2024",NaN,"Padre Ramon corner Malvar St., Brgy. Miputak Dipolog City",8.585263,123.3397448,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,329.0
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Zamboanga City,"Gov. Lim Avenue Poblacion, Zamboanga City, Zamboanga del Sur",PVT,"NEPHRO ALLIANCE VENTURES, INC.",20,Dr. Adamier P. Abdulla,9177998039,NaN,"Dec. 16, 2020 to
Dec. 31, 2022",NaN,"Gov. Lim Avenue Poblacion, Zamboanga City, Zamboanga del Sur",6.9076158,122.0681293,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,330.0
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Pagadian City,"2/F BMD Bldg., F.S.
Pajares Ave. cor. Samson St., Pagadian City, Zamboanga del Sur",PVT,"NEPHROLOGY CENTER OF PAGADIAN CITY DIALYSIS, INC.",15,Dr. Marites Dimaano-Racuya,062 2158257,nephropagadian@gmail.com,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"2/F BMD Bldg., F.S.
Pajares Ave. cor. Samson St., Pagadian City, Zamboanga del Sur",7.8379133,123.4346086,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,331.0
ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Zamboanga del Sur,"2/F LHB Bldg. II,
Veterans Ave., Zamboanga City, Zamboanga del Sur",PVT,ZAMBOANGA DIALYSIS CENTER (BRENT) (new),15,Dr. Ryan Andrew Alfonso,"062-
9820770/091730
33029",NaN,"June 21, 2021 to
Dec. 31, 2023",NaN,"2/F LHB Bldg. II,
Veterans Ave., Zamboanga City, Zamboanga del Sur",6.9127408,122.0795723,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,332.0
ZAMBOANGA PENINSULA,Zamboanga del sur,Zamboanga City,"Veterance Avenue Extension, Sta. Maria Zamboanga City, Zamboanga del Sur",PVT,WEST METRO MEDICAL CENTER,12,Mr. Ramon H Diaz,(062) 991-2506,"westmetro.mds@gmail
.com","Jan. 3, 2022 to
Dec. 31, 2024",NaN,"Veterance Avenue Extension, Sta. Maria Zamboanga City, Zamboanga del Sur",6.9272108,122.0788503,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,333.0
ZAMBOANGA PENINSULA,ZAMBOANGA SIBUGAY,NaN,"Magsaysay St. Poblacion Ipil, Zamboanga Sibugay",PVT,PAG-ASA DIALYSIS AND DIAGNOSTIC CENTER,3,Dr. Said J. Sahi,975403948,NaN,"Jan. 20, 2022 to
Dec. 31, 2024",NaN,"Magsaysay St. Poblacion Ipil, Zamboanga Sibugay",7.7813882,122.5888467,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,334.0
ZAMBOANGA PENINSULA,ZAMBOANGA SIBUGAY,NaN,"Door 10-12 Toho Center, Purok Tambis, Brgy.
Zanito, Ipil, Zamboanga Sibugay",PVT,PAG-ASA DIALYSIS AND DIAGNOSTIC CENTER,10,Dr. Said J. Sahi,9178096129,NaN,"Jan. 20, 2022 to
Dec. 31, 2024",NaN,"Door 10-12 Toho Center, Purok Tambis, Brgy.
Zanito, Ipil, Zamboanga Sibugay",7.7858361,122.588174,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,335.0
NORTHERN MINDANAO,BUKIDNON,Valencia City,"Purok 17-A, Sayre Highway, Hagkol Poblacion, Valencia City, Bukidnon",PVT,"NEPHROLOGY CENTER OF VALENCIA BUKIDNON DIALYSIS, INC.",10,Dr. Evelyn B. Ravelo,088-8285054,"nephrovalencia@gmail
.com","Jan. 1, 2020 to
Dec. 31, 2022",NaN,"Purok 17-A, Sayre Highway, Hagkol Poblacion, Valencia City, Bukidnon",7.920135899999999,125.0926083,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,336.0
NORTHERN MINDANAO,MISAMIS ORIENTAL,Cagayan de Oro City,"Zone 7, Kauswagan Highway, Carmen, Cagayan de Oro City",PVT,ARC MEDCARE SOLUTIONS AND SERVICES INC.,8,Dr. Karen G. Gonzales,"09178206522/08
8-8593859",NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Zone 7, Kauswagan Highway, Carmen, Cagayan de Oro City",8.4981286,124.6418566,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,337.0
NORTHERN MINDANAO,MISAMIS ORIENTAL,Cagayan de Oro City,"Blessed Mother College Bldg., Tiano Bros., corner Kalambaguhan St., Brgy. 14, Cagayan de Oro City, Misamis Oriental",PVT,GOLDEN KIDNEY SPECIALISTS DIALYSIS CORPORATION,27,Dr. Antonio R. Carpio,"08822-
8817918/091770
19752/09177004
390/08822-
8592134",goldenkidneysdcorp@gmail.com,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"Blessed Mother College Bldg., Tiano Bros., corner Kalambaguhan St., Brgy. 14, Cagayan de Oro City, Misamis Oriental",8.4821913,124.6447308,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,339.0
NORTHERN MINDANAO,MISAMIS ORIENTAL,Cagayan de Oro City,"Militante Bldg., Lapasan Highway, Cagayan de Oro City, Misamis Oriental",PVT,NEPHROLOGY CENTER OF CAGAYAN DE ORO DIALYSIS INC.,15,Dr. Sandra P. Oliveros,8822520,nephrocagayanlapasan@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Militante Bldg., Lapasan Highway, Cagayan de Oro City, Misamis Oriental",8.483481399999999,124.6616415,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,340.0
NORTHERN MINDANAO,MISAMIS ORIENTAL,Cagayan de Oro City,"# 88 J. Ebarle, Brgy. 30, Cagayan de Oro City, Misamis Oriental",PVT,"NORTHERN MINDANAO DIALYSIS CLINIC, INC.",9,Dr. Philip Neri O. Lazo,"088-
8561596/090679
80959/09368225
715",nmdcclinic@gmail.com,"Jan.1, 2022 to
Dec.31, 2024",NaN,"# 88 J. Ebarle, Brgy. 30, Cagayan de Oro City, Misamis Oriental",8.480924,124.6501656,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,341.0
NORTHERN MINDANAO,MISAMIS ORIENTAL,Cagayan d Oro City,"D9 Priderock Business Park, Gusa, Cagayan De Oro City, Misamis Oriental",PVT,SAN RAPHAEL DIALYSIS CENTER INCORPORATED,15,Dr. Murshida Alonto-Panolo,9062869839,srdci@yahoo.com,"July 27, 2020 to
Dec. 31, 2022",NaN,"D9 Priderock Business Park, Gusa, Cagayan De Oro City, Misamis Oriental",8.4738398,124.6831005,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,342.0
NORTHERN MINDANAO,MISAMIS OCCIDENTAL,Ozamiz City,"2/F Graceland Regency Developers Bldg., Capistrano St., 50th Brgy., Ozamiz City, Misamis Occidental",PVT,KIDNEY CARE CENTER,10,Dr. Joemer B. Balaoro,"09175268870/09
173210784/088-
5462384",kidneycarectr1@gmail.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"2/F Graceland Regency Developers Bldg., Capistrano St., 50th Brgy., Ozamiz City, Misamis Occidental",8.1474023,123.8419661,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,343.0
NORTHERN MINDANAO,MISAMIS OCCIDENTAL,Oroquieta City,"G/F D' Fortune Commercial Center, Independence St., Lower Lamac, Oroquieta City, Misamis Occidental",PVT,ST. THERESE DIALYSIS CENTER,12,Dr. Sheena Rose I. Buaqui�a,"09177270326/08
8-
5450881/091011
98584/09173208
145/088-
5212381/091780
04981/09452250
685",sttheresedialysiscenter@gmail.com,"Jan.1, 2022 to
Dec.31, 2024",NaN,"G/F D' Fortune Commercial Center, Independence St., Lower Lamac, Oroquieta City, Misamis Occidental",8.4893469,123.8045104,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,344.0
NORTHERN MINDANAO,LANAO DEL NORTE,Iligan City,"CM Building, San Miguel cor. Burgos St., Brgy.
Poblacion, Iligan City, Lanao del Norte",PVT,ILIGAN HEMODIALYSIS CENTER INC.,15,Dr. Nur-Hannah B. Burungawan,0917-1071680,iliganhemodalysis@gmail.com,"Mar. 13, 2020 to
Dec. 31, 2022",NaN,"CM Building, San Miguel cor. Burgos St., Brgy.
Poblacion, Iligan City, Lanao del Norte",8.2719801,124.2595254,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,345.0
NORTHERN MINDANAO,LANAO DEL NORTE,Iligan City,"2002 G/F Frewill Bldg., Tibanga Highway, San Miguel, Iligan City, Lanao del Norte",PVT,"NEPHROLOGY CENTER OF ILIGAN DIALYSIS, INC.",15,"Dr. Kathleen Joy
G. Garingarao","09426500725/09
273023056/2282
219",nephroiligan@yahoo.com,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"2002 G/F Frewill Bldg., Tibanga Highway, San Miguel, Iligan City, Lanao del Norte",8.2351939,124.2431282,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,346.0
DAVAO,DAVAO DEL SUR,Davao City,"RAQ Bldg., Marang Rd. cor. J.P. Laurel Ave.,
Davao City",PVT,"DAVAO DIALYSIS CENTER, INC.
(new)",22,"Dr. Trisha Michelle
V. Manalaysay, FPCP, FPSN","0917-
7002072/0917-
6202570",davaocitydialysiscenter@gmail.com,"Aug. 17, 2021 to
Dec. 31, 2023",NaN,"RAQ Bldg., Marang Rd. cor. J.P. Laurel Ave.,
Davao City",7.0987998,125.624445,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,347.0
DAVAO,DAVAO DEL SUR,Davao City,"Mcarthur Highway Dumoy, Davao City, Davao Del Sur",PVT,DAVAO DOCTORS HOSPITAL (CLINICA HILARIO) INC.,14,"Mark Anthony A. Tom, MD",822264770,info@dh.com.ph,"Feb. 18, 2021 to
Dec. 31, 2023",NaN,"Mcarthur Highway Dumoy, Davao City, Davao Del Sur",7.0301792,125.5109807,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,349.0
DAVAO,DAVAO DEL SUR,Davao City,"Door 2-5 Juliana Arcade, San Pedro Extension cor. Marfori, Davao City, Davao del Sur",PVT,FRESENIUS KIDNEY CARE,11,"Dr. Jeanette Romano Ybiernas, FPCP, FPSN","222974/2917819/
09156359391/09
178572390",John.Panelo@fmc-asia.co,"Jan.1, 2022 to
Dec.31, 2024",NaN,"Door 2-5 Juliana Arcade, San Pedro Extension cor. Marfori, Davao City, Davao del Sur",7.0687888,125.6014864,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,350.0
DAVAO,DAVAO DEL SUR,Davao City,"4th Floor, Metro Davao Medicaland Research Center, Km 4. 4, J.P. Laurel Avenue, Bajada, Davao City",PVT,FRESENIUS KIDNEY CARE,21,Maria Theresa L. Bad-Ang,"082-2877777
local 5500",mtbad_ang_md@yahoo.com,"Feb. 18, 2020 to
Dec. 31, 2022",NaN,"4th Floor, Metro Davao Medicaland Research Center, Km 4. 4, J.P. Laurel Avenue, Bajada, Davao City",7.0961221,125.6163188,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,351.0
DAVAO,DAVAO DEL SUR,Davao City,"4/F Metro Davao Medical & Research Center, Km. 4, J.P. Laurel Ave., Davao Ciity",PVT,NEPHROCARE,16,"Dr. Maria Theresa
L. Bad-ang",0917-5174073,NaN,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"4/F Metro Davao Medical & Research Center, Km. 4, J.P. Laurel Ave., Davao Ciity",7.096324099999999,125.6195335,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,352.0
DAVAO,DAVAO DEL SUR,Davao City,"Door No. 6, P.I. Carriedo Bldg., J. P. Laurel Avenue, Davao City",PVT,"NEPHROLOGY CENTER OF DAVAO, INC.",15,Dr. Gemma B. Tiu,082-2226802,ncdmephrodavao@yahoo.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Door No. 6, P.I. Carriedo Bldg., J. P. Laurel Avenue, Davao City",7.082510999999999,125.612665,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,353.0
DAVAO,DAVAO DEL SUR,Davao City,"3rd Floor Beghard Bldg., Alexian Brothers Health & Wellness Center, McArthur Highway, Matina, Davao City",PVT,"NEPHROLOGY CENTER OF ALEXIUS, INC.",30,Dr. Franklin B. Guillano,"082-
2974355/293960
5",ncsadvo@yahoo.com.ph,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"3rd Floor Beghard Bldg., Alexian Brothers Health & Wellness Center, McArthur Highway, Matina, Davao City",7.0461902,125.5345532,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,354.0
DAVAO,DAVAO DEL SUR,Davao City,"Lot 6, Blk. 14, Km. 6,
C.P. Garcia Avenue, Buhangin, Davao City",PVT,"NEPHROLOGY CENTER OF BUHANGIN DAVAO, INC.",15,"Dr. Mark Anthony
A. Tom","082-
2959193/287203
6",nephrobuhangin@gmail.com,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Lot 6, Blk. 14, Km. 6,
C.P. Garcia Avenue, Buhangin, Davao City",7.1590395,125.5986093,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,355.0
DAVAO,DAVAO DEL SUR,Davao City,"JL Building, Mintal Highway Tugbok, Davao City, Davao del Sur",PVT,NEPHROMED ASIA-DAVAO CITY MINTAL (new),7,Dr. Vida Rose Danielle K. Acosta Villanueva,96772461965,samiana.nephromedasia@gmail.com/nephromedasiadavao@gmail.com,"Nov. 17, 2021 to
Dec. 31, 2023",New,"JL Building, Mintal Highway Tugbok, Davao City, Davao del Sur",7.1240664,125.4801459,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,356.0
DAVAO,DAVAO DEL SUR,Davao City,"Ground Floor FTC Tower #1034 Mt. Apo St. Davao City, Davao Del Sur",PVT,"RENAISSANCE DIALYSIS CENTER, INC.",67,Dr. Shannon Bradley L. Co,"082-
2249249/095999
1645",vilma_en_14@yahoo.com,"Jan. 1, 2022 to
Dec. 31, 2024",NaN,"Ground Floor FTC Tower #1034 Mt. Apo St. Davao City, Davao Del Sur",7.072483,125.6053176,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,357.0
DAVAO,DAVAO DEL SUR,Davao City,"RDL Bldg., F. Torres St., Davao City",PVT,VIDA DIALYSIS CENTER PHILS.,23,"Dr. Maria Theresa
G. Ba�es","02-
5550311/092586
78600",avidadialysissucat@yahoo.com/avidadavao.torres@yahoo.com.ph,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"RDL Bldg., F. Torres St., Davao City",7.0785665,125.606912,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,358.0
DAVAO,DAVAO DEL SUR,Digos City,"C & T Complex, Purok Tangigue, Do�a Aurora St., Digos City, Davao Del Sur",PVT,FRSENIUS KIDNEY CARE,20,Dr. Chito Cornejo,"09178228411/09
213182378",Darryl.Japos@fmc-asia.com/Gil.Blasquilo@fmc-asia.com,"Sept. 21, 2020 to
Dec. 31, 2022",NaN,"C & T Complex, Purok Tangigue, Do�a Aurora St., Digos City, Davao Del Sur",6.7387618,125.3555633,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,359.0
DAVAO,DAVAO DEL SUR,Digos City,"8002 Lapu-lapu St,Zone 1, South Digos, Digos City, Davao Del Sur",PVT,"IR3 HOSPITAL SOLUTION CONSULTANCY & PHARMACEUTICALS, INC.",20,Dr. Frank Guillano,"6322676326/632
1902/090797163
24",ir3hspc@gmail.com/kidneycare2019@gmail.com,"Jan. 20, 2022 to
Dec. 31, 2024",NaN,"8002 Lapu-lapu St,Zone 1, South Digos, Digos City, Davao Del Sur",6.757059,125.3617115,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,360.0
DAVAO,DAVAO DEL NORTE,Panabo City,"Rivera Medical Center, #7302 Brgy. San Francisco, Panabo City, Davao del Norte",PVT,"NEPHROLOGY CENTER OF PANABO CITY, INC.",15,Dr. Franklin B. Guillano,084-3092835,ncpcdvo@yahoo.com.ph,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Rivera Medical Center, #7302 Brgy. San Francisco, Panabo City, Davao del Norte",7.306571000000001,125.6792306,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,361.0
DAVAO,DAVAO DEL NORTE,Tagum City,"Unit 1-8 CT North Commercial Building, Brgy. Apokon, Tagum City, Davao Del Norte",PVT,"FRESENIUS KIDNEY CARE (MINDANAO RENAL CARE, INC.)",20,Dr. Karen Ann B. Querequincia,084-2167926,"NEPHROCARETAGUM
@fmcasia.com","Jan. 1, 2020 to
Dec. 31, 2022",NaN,"Unit 1-8 CT North Commercial Building, Brgy. Apokon, Tagum City, Davao Del Norte",7.4235696,125.8225419,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,362.0
DAVAO,DAVAO DEL NORTE,Tagum City,"Apokon Road, Tagum City, Davao del Norte",PVT,K CLINIC DIALYSIS AND LABORATORY CENTER,14,"Dr. Mark Anthony
A. Tom",9666812280,"kclinicdialysis2@gmail
.com","Jan. 1, 2021 to
Dec. 31, 2023",NaN,"Apokon Road, Tagum City, Davao del Norte",7.4372702,125.8218138,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,363.0
DAVAO,DAVAO DEL NORTE,Tagum City,Davao Del Norte,PVT,"NEPHROLOGY CENTER OF TAGUM CITY, INC",15,Dr. Aileen Herceda,084-6556941,nephrotagum@yahoo.com,"Jan.1, 2022 to
Dec.31, 2024",NaN,Davao Del Norte,7.561769899999999,125.6532848,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,364.0
SOCCSKSARGEN,COTABATO,NaN,"G/F CLAR Building, Caballero St., Poblacion 3, Midsayap, Cotabato",PVT,FRESENIUS KIDNEY CARE,19,Dr. Pamela B. Mamaluba,"09178225838/09
173216574/064-
5210048/091785
92883",roxanne.bingil@fmc_asia.com/fresenius.midsayap@fmc_asia.com,"Jan.1, 2022 to
Dec.31, 2024",NaN,"G/F CLAR Building, Caballero St., Poblacion 3, Midsayap, Cotabato",7.192392,124.5299912,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,365.0
SOCCSKSARGEN,NaN,Cotabato City,"2/F La Patria Bldg., Quezon Avenue, Rosary Heights 2, Cotabato City",PVT,"NEPHROTECH DIALYSIS & DIAGNOSTIC CENTER, INC.",4,Dr. Pamela B. Mamaluba,"5520093/091772
03693",NaN,"Jan.1, 2022 to
Dec.31, 2024",NaN,"2/F La Patria Bldg., Quezon Avenue, Rosary Heights 2, Cotabato City",7.2209506,124.2495094,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,366.0
SOCCSKSARGEN,SULTAN KUDARAT,NaN,"National Highway, Kolambog, Isulan Sultan Kudarat",PVT,JUAN NEPHRO DIALYSIS CENTER (new),12,Dr. Demi Suzanne Dy Ong,9172007605,juannephrodialysis@yahoo.com,"June 29, 2021 to
Dec. 31, 2023",NaN,"National Highway, Kolambog, Isulan Sultan Kudarat",6.5595766,124.6137362,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,367.0
SOCCSKSARGEN,SULTAN KUDARAT,Tacurong City,"National Highway, Purok Rosas, Brgy. Buenaflor, Tacurong City, Sultan Kudarat",PVT,"NURSIA DIALYSIS TACURONG, INC.",18,Dr. Nenia May B. Batulayan,9988683083,NaN,"Jan. 1, 2021 to
Dec. 31, 2023",NaN,"National Highway, Purok Rosas, Brgy. Buenaflor, Tacurong City, Sultan Kudarat",6.6936019,124.6607641,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,368.0
SOCCSKSARGEN,SOUTH COTABATO,Koronadal City,"1st Floor, UGA Bldg., General Santos Drive, Brgy. Zone 4, Koronadal City, South Cotabato",PVT,"NURSIA DIALYSIS, INC.",16,Dr. Floherna F. Diccion,"083-
8780448/228761
8/09177227230",nursiadialysisinc@gmail.com,"Jan. 1, 2020 to
Dec. 31, 2022",NaN,"1st Floor, UGA Bldg., General Santos Drive, Brgy. Zone 4, Koronadal City, South Cotabato",6.5034946,124.8399013,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,369.0
SOCCSKSARGEN,SOUTH COTABATO,General Santos City,"Brgy. Obrero, Dadiangas North, National Highway, General Santos City",PVT,"NURSIA DIALYSIS, INC.",20,Dr. Maria Socorro Dequito-Santican,"09297914589/08
3-5523760/083-
3058047",nursiadialysisgensan2016@gmail.com,"Jan.10, 2022 to
Dec.31, 2024",NaN,"Brgy. Obrero, Dadiangas North, National Highway, General Santos City",6.1163026,125.1640436,Click the compass to find out!,https://www.google.com/maps/dir/?api=1,370.0
